date,url,code,time_total,time_connect,time_appconnect,time_starttransfer
2019-11-29 09:33:40,digitec,200,0.222046,0.022245,0.070486,0.122977
2019-11-29 09:33:55,digitec,200,0.194719,0.014077,0.060755,0.112248
2019-11-29 09:34:10,digitec,200,0.175622,0.024906,0.073630,0.121021
2019-11-29 09:34:25,digitec,200,0.196133,0.043133,0.098768,0.129885
2019-11-29 09:34:41,digitec,200,0.182806,0.025205,0.075431,0.111721
2019-11-29 09:34:56,digitec,200,0.251916,0.015150,0.066896,0.103131
2019-11-29 09:35:11,digitec,200,0.269574,0.022155,0.109835,0.157436
2019-11-29 09:35:26,digitec,200,0.166301,0.023355,0.066726,0.095000
2019-11-29 09:35:42,digitec,200,0.162720,0.015342,0.061304,0.096871
2019-11-29 09:35:57,digitec,200,0.176169,0.021940,0.069550,0.105665
2019-11-29 09:36:12,digitec,200,0.177840,0.025217,0.058962,0.096337
2019-11-29 09:36:27,digitec,200,0.173225,0.017449,0.065313,0.108184
2019-11-29 09:36:42,digitec,200,0.198589,0.026319,0.074968,0.106659
2019-11-29 09:36:58,digitec,200,0.173997,0.025537,0.074357,0.107751
2019-11-29 09:37:13,digitec,200,0.240856,0.015710,0.061960,0.124351
2019-11-29 09:37:28,digitec,200,0.126166,0.023408,0.057095,0.087319
2019-11-29 09:37:43,digitec,200,0.209115,0.026270,0.074748,0.116748
2019-11-29 09:37:59,digitec,200,0.127025,0.022031,0.060391,0.083756
2019-11-29 09:38:14,digitec,200,0.118886,0.011834,0.047404,0.072509
2019-11-29 09:38:29,digitec,200,0.135730,0.022377,0.064689,0.087533
2019-11-29 09:38:44,digitec,200,0.132799,0.021240,0.061418,0.086371
2019-11-29 09:38:59,digitec,200,0.135045,0.010006,0.041256,0.071137
2019-11-29 09:39:15,digitec,200,0.119082,0.017479,0.051980,0.074005
2019-11-29 09:39:30,digitec,200,0.134496,0.021863,0.056286,0.078699
2019-11-29 09:39:45,digitec,200,0.157329,0.009070,0.040664,0.088382
2019-11-29 09:40:00,digitec,200,0.142273,0.034325,0.061541,0.085645
2019-11-29 09:40:15,digitec,200,0.118091,0.017279,0.041205,0.066353
2019-11-29 09:40:30,digitec,200,0.122272,0.014097,0.038020,0.058450
2019-11-29 09:40:46,digitec,200,0.156562,0.036016,0.072139,0.091095
2019-11-29 09:41:01,digitec,200,0.109009,0.016915,0.044980,0.070006
2019-11-29 09:41:16,digitec,200,0.160302,0.010545,0.041339,0.114638
2019-11-29 09:41:31,digitec,200,0.122426,0.022323,0.048560,0.078756
2019-11-29 09:41:46,digitec,200,0.138922,0.016523,0.043133,0.080325
2019-11-29 09:42:01,digitec,200,0.128418,0.016385,0.052812,0.073999
2019-11-29 09:42:17,digitec,200,0.114886,0.016118,0.051244,0.075419
2019-11-29 09:42:32,digitec,200,0.126037,0.020665,0.053985,0.077002
2019-11-29 09:42:47,digitec,200,0.151824,0.020934,0.059009,0.082937
2019-11-29 09:43:02,digitec,200,0.235647,0.009902,0.042105,0.114080
2019-11-29 09:43:17,digitec,200,0.130652,0.019286,0.056709,0.081832
2019-11-29 09:43:32,digitec,200,0.227065,0.025352,0.075997,0.116334
2019-11-29 09:43:48,digitec,200,0.171251,0.016390,0.056734,0.088089
2019-11-29 09:44:03,digitec,200,0.198518,0.022558,0.082521,0.119606
2019-11-29 09:44:18,digitec,200,0.268102,0.047344,0.120884,0.179578
2019-11-29 09:44:34,digitec,200,0.244480,0.037309,0.116311,0.170143
2019-11-29 09:44:49,digitec,200,0.198474,0.022272,0.067184,0.117866
2019-11-29 09:45:04,digitec,200,0.254052,0.044116,0.122636,0.175710
2019-11-29 09:45:19,digitec,200,0.192390,0.014442,0.068833,0.105207
2019-11-29 09:45:35,digitec,200,0.178635,0.026150,0.075551,0.110051
2019-11-29 09:45:50,digitec,200,0.248478,0.026829,0.079007,0.134421
2019-11-29 09:46:05,digitec,200,0.243513,0.024417,0.074296,0.125511
2019-11-29 09:46:20,digitec,200,0.196447,0.019683,0.074378,0.113952
2019-11-29 09:46:36,digitec,200,0.284871,0.058799,0.139221,0.188731
2019-11-29 09:46:51,digitec,200,0.187070,0.027437,0.069590,0.117663
2019-11-29 09:47:06,digitec,200,0.312031,0.012381,0.057277,0.124483
2019-11-29 09:47:22,digitec,200,0.188361,0.025846,0.074114,0.109743
2019-11-29 09:47:37,digitec,200,0.188941,0.026253,0.068960,0.107754
2019-11-29 09:47:52,digitec,200,0.196944,0.022849,0.062048,0.100815
2019-11-29 09:48:07,digitec,200,0.154217,0.015719,0.064594,0.097593
2019-11-29 09:48:22,digitec,200,0.178181,0.028397,0.073960,0.107332
2019-11-29 09:48:38,digitec,200,0.201315,0.025639,0.069681,0.111805
2019-11-29 09:48:53,digitec,200,0.172081,0.019184,0.060764,0.101248
2019-11-29 09:49:08,digitec,200,0.270646,0.041959,0.121451,0.173356
2019-11-29 09:49:23,digitec,200,0.203194,0.045325,0.092250,0.123196
2019-11-29 09:49:39,digitec,200,0.306122,0.035170,0.122749,0.191297
2019-11-29 09:49:54,digitec,200,0.257400,0.038539,0.124528,0.179463
2019-11-29 09:50:09,digitec,200,0.195863,0.023420,0.070884,0.113353
2019-11-29 09:50:25,digitec,200,0.199956,0.017607,0.068363,0.117796
2019-11-29 09:50:40,digitec,200,0.254210,0.032520,0.089262,0.134092
2019-11-29 09:50:55,digitec,200,0.183688,0.024182,0.070661,0.105201
2019-11-29 09:51:10,digitec,200,0.171554,0.024602,0.070639,0.105019
2019-11-29 09:51:26,digitec,200,0.272967,0.031196,0.112156,0.189578
2019-11-29 09:51:41,digitec,200,0.190383,0.045707,0.093075,0.122652
2019-11-29 09:51:56,digitec,200,0.158475,0.020686,0.062306,0.096952
2019-11-29 09:52:11,digitec,200,0.174649,0.019429,0.052492,0.090780
2019-11-29 09:52:27,digitec,200,0.189496,0.021315,0.062525,0.097854
2019-11-29 09:52:42,digitec,200,0.195192,0.019782,0.059122,0.113081
